tg_path,singer,duration_s,n_tiers,tier_names,n_word,n_phone,n_mix,n_falsetto,n_breathy,n_pharyngeal,n_vibrato,n_glissando,n_global
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0010.TextGrid,EN-Tenor-1,6.6,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,25,25.0,25.0,25.0,25.0,25.0,25.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0005.TextGrid,EN-Tenor-1,6.002,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0002.TextGrid,EN-Tenor-1,9.593,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0000.TextGrid,EN-Tenor-1,8.563,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0001.TextGrid,EN-Tenor-1,7.813,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0004.TextGrid,EN-Tenor-1,8.026,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0006.TextGrid,EN-Tenor-1,10.928,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,44,44.0,44.0,44.0,44.0,44.0,44.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0007.TextGrid,EN-Tenor-1,5.755,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,5,20,20.0,20.0,20.0,20.0,20.0,20.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0003.TextGrid,EN-Tenor-1,9.344,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Mixed_Voice_Group/0005.TextGrid,EN-Tenor-1,7.544,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,5.706,2,word|phone,16,43,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,4.513,2,word|phone,16,32,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,3.913,2,word|phone,10,29,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,5.164,2,word|phone,17,46,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,5.464,2,word|phone,22,45,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,2.287,2,word|phone,6,22,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,5.566,2,word|phone,17,44,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,4.889,2,word|phone,16,41,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0002.TextGrid,EN-Tenor-1,8.786,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0000.TextGrid,EN-Tenor-1,8.021,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0001.TextGrid,EN-Tenor-1,7.811,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0004.TextGrid,EN-Tenor-1,8.644,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0006.TextGrid,EN-Tenor-1,11.145,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,22,44,44.0,44.0,44.0,44.0,44.0,44.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0007.TextGrid,EN-Tenor-1,6.275,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,22,22.0,22.0,22.0,22.0,22.0,22.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0003.TextGrid,EN-Tenor-1,9.047,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,43,43.0,43.0,43.0,43.0,43.0,43.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0005.TextGrid,EN-Tenor-1,7.855,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,40,40.0,40.0,40.0,40.0,40.0,40.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0002.TextGrid,EN-Tenor-1,9.203,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0000.TextGrid,EN-Tenor-1,8.442,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0001.TextGrid,EN-Tenor-1,7.522,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0004.TextGrid,EN-Tenor-1,8.705,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0006.TextGrid,EN-Tenor-1,11.109,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,44,44.0,44.0,44.0,44.0,44.0,44.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0007.TextGrid,EN-Tenor-1,6.583,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,5,21,21.0,21.0,21.0,21.0,21.0,21.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0003.TextGrid,EN-Tenor-1,9.043,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,43,43.0,43.0,43.0,43.0,43.0,43.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0005.TextGrid,EN-Tenor-1,7.405,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0002.TextGrid,EN-Tenor-1,7.353,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,55,55.0,55.0,55.0,55.0,55.0,55.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0000.TextGrid,EN-Tenor-1,10.914,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0001.TextGrid,EN-Tenor-1,10.014,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,35,35.0,35.0,35.0,35.0,35.0,35.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0004.TextGrid,EN-Tenor-1,7.593,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0006.TextGrid,EN-Tenor-1,9.514,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,24,64,64.0,64.0,64.0,64.0,64.0,64.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0003.TextGrid,EN-Tenor-1,10.694,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,24,69,69.0,69.0,69.0,69.0,69.0,69.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Mixed_Voice_Group/0005.TextGrid,EN-Tenor-1,9.564,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,27,74,74.0,74.0,74.0,74.0,74.0,74.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,6.162,2,word|phone,20,56,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,5.145,2,word|phone,16,45,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,2.004,2,word|phone,11,33,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,5.192,2,word|phone,16,45,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,7.316,2,word|phone,24,64,,,,,,,
